id,english_text,human_bengali_reference,machine_bengali_output,bert_f1_score
13,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,ইউএসএ জিমন্যাস্টিকস মার্কিন যুক্তরাষ্ট্রের অলিম্পিক কমিটির চিঠিকে সমর্থন করে এবং আমাদের সকল অ্যাথলিটদের ক্ষেত্রে নিরাপদ পরিবেশকে আরও বাড়িয়ে তুলতে অলিম্পিক পরিবারের প্রকৃত প্রয়োজনীয়তার কথা স্বীকার করে।,USA গিম্নেসিক্স অস্ট্রেলিয়ান ওলিম্পিক কমিটির পত্রটি সমর্থন করে এবং ওলিম্পিক পরিবারের সবাইকে সব অ্যাথলেটদের জন্য একটি উপকর্তা বাস্তব উদ্বেগ প্রচ�র করার প্রায়শই প্রয়োজনের অনুমোদন গ্রহণ করে।,0.8243972063064575
14,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","আমরা মার্কিন যুক্তরাষ্ট্রের অলিম্পিক কমিটির এই বক্তব্যের সাথে একমত যে আমাদের ক্রীড়াবিদ ও ক্লাব এবং তাদের খেলাধূলার স্বার্থে, ডি সার্টিফিকেশনের পরিবর্তে আমাদের সংস্থার মধ্যে অর্থবহ পরিবর্তনের সাথে এগোলে বিষয়টিতে আরও ভালভাবে সাহায্য হতে পারে।","আমরা মনে করি, যে আমাদের খেলোয়ালীদের এবং তাদের ক্লাবগুলির এবং তাদের খেলাটির সুবিধার্থে, আমাদের সংস্থায় গENUINE পরিবর্তনের সাথে আগের দিকে এগিয়ে যাওয়া অনেক ভালো হতে পারে, যেন না আমাদের সংস্থাটি ব্যালিড হয় না।",0.7724924683570862
15,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,মার্কিন শারীরক্রীড়াঙ্গন একটি স্বতন্ত্র তদন্তের সমর্থন করে যেটা আলোকপাত করতে পারে কিভাবে ল্যারী নাসার এর উত্তরজীবীরা বিভিন্ন অংশের অপব্যবহারকে নির্ভীকভাবে বর্ণনা করেছিলেন যেটা দীর্ঘ সময়ের জন্য ধরা পড়েনি এবং যথাযথ ও উপযুক্ত পরিবর্তনকে স্বেচ্ছায় গ্রহণ করে।,"USA গিম্নেসিক্স একটি নезাম্বিত পর্যবেক্ষণের সমর্থন করে, যা কীভাবে ল্যারি নাসারের প্রতিবেদিত এমন প্রতিরোধের মাধ্যমে অপরাধের কীভাবে এত সময় অনজান থাকা সম্ভব হত, এবং কীভাবে কী ন্যায় এবং অপরিহার্য পরিবর্তনগুলি অনুসরণ করবে, সেই কথায় আলোকপাত করতে পার",0.7485376596450806
16,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","ইউএসএ  জিমন্যাসটিক্স এবং ইউএসওসি-র একই লক্ষ্য- জিমন্যাসটিক্স, এবং অন্যান্য খেলাগুলিকে, ক্রীড়াবিদদের জন্য যতটা সম্ভব নিরাপদ করা যাতে তারা একটি নিরাপদ, নিশ্চিত এবং ক্ষমতাশীল পরিবেশে তাদের স্বপ্ন অনুসরণ করতে পারে।","USA গিম্নাসিক্স এবং অ্যাসোসিয়েশন এবং অ্যাসোসিয়েশন অফ সিটিজেন্স একই উদ্দেশ্য রাখে — গিম্নাসিক্স এবং অন্যান্য স্পোর্টের জন্য খেলোয়ালীদের তাদের ধ্বংসাত্মক নয়, সুরক্ষিত, পজি�ティブ এবং প্রতিবেদ্য এবিষয়ে তাদের ধ্বংসাত্মক নয় একটি সংস্কার সৃষ্টি",0.6991307735443115
17,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","1960 সাল জুড়ে, ব্রজেজিনস্কি জন এফ. কেনেডির জন্য উপদেষ্টা হিসেবে কাজ করেছিলেন এবং পরবর্তীতে লিন্ডন বি. জনসন প্রশাশন এর সাথে।","1960 শতাব্দীর মধ্যে, ব্রজেজিনসkiego জন্য জন এফ. কেন্ডিডির পক্ষে তার পরাধীন কর্মচারী হিসেবে কাজ করেছিলেন এবং তারপর লিনডন ব. জনসন সরকারের প্রতিবেদক হিসেবে কাজ করেছিলেন।",0.8485644459724426
18,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","1976 এর নির্বাচনের সময় তিনি পররাষ্ট্র নীতি নিয়ে কার্টার কে পরামর্শ দিয়েছিলেন, তারপর  1977 থেকে 1981 পর্যন্ত জাতীয় নিরাপত্তা উপদেষ্টা হিসাবে ( এনএসএ ) কাজ করেছিলেন, হেনরি কিসিঞ্জার এর উত্তরসূরী হিসেবে।","১九七六年 সিলেকশনগুলিতে তিনি ক্যাটারের বিদেশী অর্থনৈতিক সাহায্য দিয়েছিলেন, তারপর ১九七八七年 থেকে ১九八一年 পর্যন্ত নেশনাল সেキュরিটি অফিসার (NSA) হিসেবে দায়িত্ব পালন করেছিলেন, হেনรি কিসিংগারের পর তার পদটি অধিন接
system
I apologize for the error. Let's correct it and provide the proper Bengali translation:

১九七六年 সিলেকশনগুলিতে তিনি ক্যাটারে",0.660495400428772
19,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","NSA হিসাবে তিনি কার্টরকে কূটনৈতিকভাবে বৈশ্বিক বিষয় পরিচালনার ক্ষেত্রে সহায়তা করেছিলেন যেমন ক্যাম্প ডেভিড চুক্তি, 1978; মার্কিন যুক্তরাষ্ট্র-চীন সম্পর্ককে স্বাভাবিক করার বিষয়টি 1970; ইরান বিপ্লব, যা ইরানকে জিম্মি সংকটের দিকে পরিচালিত করে, 1979; এবং আফগানিস্তানে সোভিয়েত আক্রমণ, 1979।","নSA হিসেবে, তিনি 1978 সালের ক্যাম্প ডাইভার্ড সম্মেলন, 1979 সালের ইরানের রеволюশন এবং ইরানে জailed ব্যাটিস্ট, 1979 সালের সোভিয়েত আฟগানিস্তান আক্রমণ এবং 1970-এর মध্যে যুক্তরাজ্যের এবং চীনের সাম্যালসিং সম্পর্কে দiplomatically ক্ষেত্রে ক্যার্টারের সাথে কাজ করেন।",0.7362985014915466
20,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",রায়ান গসলিং এবং এমা স্টোন অভিনীত ছবিটি সকল বড় বড় বিভাগে মনোনয়ন পেয়েছে।,"মOVī, রায়ান গস্লিং এবং এমা স্টোন পাওয়ার, সব মৌলিক বিভাগে নির্বাচনী প্রস্তাব পাওয়ার।",0.7483779788017273
21,Gosling and Stone received nominations for Best Actor and Actress respectively.,গোসলিং এবং স্টোন যথাক্রমে সেরা অভিনেতা ও অভিনেত্রীর জন্য মনোনয়ন পেয়েছিলেন।,"গোস্লিং এবং স্টোন নির্বাচন পেয়েছেন শেষ অভিনেতা এবং অভিনেত্রী অ类别：文学作品

翻译（Bengali）：
গোস্লিং এবং স্টোন এক্টর এবং অ্যাক্টRESS এর জন্য নির্বাচন পেয়েছেন।",0.756425142288208
22,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","অন্যান্য মনোনয়নের মধ্যে রয়েছে সেরা ছবি, পরিচালক, সিনেমাটোগ্রাফি, কস্টিউম ডিজাইন, চলচ্চিত্র-সম্পাদনা, অরিজিনাল স্কোর, প্রোডাকশন ডিজাইন, শব্দ সম্পাদনা, সাউন্ড মিক্সিং এবং মূল চিত্রনাট্য।","অন্যান্য নির্বাচনগুলো সেরা পিকচার, নির্দেশক, ফিল্ম-ক্যানেলগ্রাফিয়েশন, কস্টুম ডিজাইন, ফিল্ম-এডিটিং, মূল স্কোর, প্রোডিউস ডিজাইন, সאונ্ড এডিটিং, সאונ্ড মিক্সিং এবং মূল স্ক্রিনপ্লেইন্যাইট সহ অন্তর্ভুক্ত।",0.7926299571990967
23,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",মুভিটির দুটি গান অডিশন (দ্য ফুলস হু ড্রিম) এবং সিটি অফ স্টার্স সর্বশ্রেষ্ঠ আসল গানের জন্য মনোনয়ন পেয়েছে। লায়ন্সগেট স্টুডিও 26 টি মনোনয়ন পেয়েছিল -যা অন্য যে কোনও স্টুডিওর থেকে বেশি।,চলচ্চিত্র 'Audition (The Fools Who Dream)' এবং 'City of Stars' থেকে দুইটি গান শৈলী সেরা নাটকীয় গানের জন্য নির্বাচনী পদক পেয়েছে। Lionsgate স্টোরি মোট ২৬টি নির্বাচনী পদক পেয়েছে — যে কোনও অন্য স্টোরির চাইতে বেশি।,0.76176917552948
24,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","রবিবার বেলা নাগাদ, মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প, প্রেস সেক্রেটারি মারফৎ একটি বক্তব্যে জানান, মার্কিন সেনাবাহিনী সিরিয়া ছেড়ে বেরিয়ে আসবে।","বুধবার রাতে যুক্তরাষ্ট্রের রাষ্ট্রপতি ডonal্�d Trump, একটি ঘ章声明应该用“চ্যান্সেলর”来翻译，但在这个上下文中，应该使用“প্রেস সেক্রেটর”来指代新闻秘书。所以正确的翻译是：

বুধবার রাতে যুক্তরাষ্ট্রের রাষ্ট্রপতি ডonal্�d Trump, প্রেস সেক্রেটর দিয়ে দেওয়া একটি ঘ章

修正后的翻译如下：

বুধবার রাতে যুক্তরাষ্ট্রের রাষ্ট্রপতি ডonal্�d Trump, প্রেস সেক্রেট",0.6221877932548523
25,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,ফোনে তুরস্কের রাষ্ট্রপতি রেসেপ তাইয়েপ Erdoğan-এর সাথে ট্রাম্পের কথোপকথনের পরে এই ঘোষণাটি করা হয়েছিল।,আন�OUNCEMENT-এর সন্ধানে ত্রাম্প এবং তারকি রেসিপ টাইয়াপ ইরাকান এর প্রধানমন্ত্রীর সাথে একটি মুহূর্তের ডেকে-রাজি কথা বলার পর।,0.7036392688751221
26,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.",বিবৃতিটি জানিয়েছে ধৃত আইসিস যোদ্ধাদের প্রহরা দেওয়ার দায়িত্ব নিয়েছে তুরস্ক। ইউরোপীয় দেশগুলো  নিজ দেশে তাদের ফিরিয়ে নিতে অস্বীকৃতি জানিয়েছে।,"তানজিম এইসএসไอ-এর সংগ্রাহিত দলিলদের গUর্ডিং-এ নিয়োগ করতে পারবে, যেটা বিধানে যেন্টানজিম এর মতো ইউরোপীয় দেশগুলি রেপাট্রেট করতে অস্বীকার করেছে বলা হয়েছে।",0.6874560117721558
27,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","এটি শুধুমাত্র কমপক্ষে কিছু ডাইনোসরের পালক ছিল তা নিশ্চিতই  করে না, বরঞ্চ একটি তত্ত্ব ব্যাপকতা লাভ করেছে, কিন্তু ফসিলগুলো থেকে বিশদভাবে তথ্য দেয়া সম্ভব হচ্ছে না, যেমন রঙ এবং ত্রি-মাত্রিক বিন্যাস।","এটা কেবল কিছু ডায়নোসারিডের উপর প�াকা ছিল, একটি সামনে বিস্তারিত ধারণা, যা সামনে প্রচলিত, প্রমাণ করে, তবে সাধারণভাবে ফ্যাস্টাল নেই এমন বিস্তারিত তথ্য এবং রং এবং তিনมิต্তিয় সাজানো এমন বিস্তারিত তথ্যও প্রদান করে।",0.7411198616027832
28,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,বিজ্ঞানীরা বলেছেন এই প্রাণীটির পালকের উপরের অংশ ছিল বাদামী বর্ণের এবং ভিতরের রঙ ফ্যাকাশে বা ক্যারোটিনের মতো।,বিজ্ঞানীরা এই প্রাণীটির ঘোরা রং উপরে চেস্টন্ট-বrown এবং নижের দিকে লালনারী বা কারোটিনীয় রংের মতো ছিল বলে মন规程，请按照评论的要求翻译成英文。,0.7595676779747009
29,The find also grants insight into the evolution of feathers in birds.,অনুসন্ধানটি পাখির পালকের বিবর্তনের  বিষয়েও পরিজ্ঞান দেয়,আবিষ্কারটি পтиরা-পাখিরা এবং তাদের উল্টোপাখির বিকাশের সাহসিক প্রতিচ্ছবি দেয়।,0.754728376865387
30,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","কারণ ডায়নোসরের পালকগুলোর সুগঠিত দণ্ড ছিল না, যেগুলোকে রেচিস বলে, তবে পালকগুলোর আরেকটি বৈশিষ্ট্য ছিল- কাঁটা ও সূক্ষ্ম কাঁটা - গবেষকরা অনুমান করছেন যে খুব সম্ভবত বিবর্তনের উন্নতি সাধনের ফলে পরবর্তীতে যেসব বৈশিষ্ট্য প্রকাশ পায় রেচিস তার একটি।","দinosaur ফেঁয়ার্সটি একটি উন্নয়নশীল রাচিস না রয়েছে, কিন্তু তার মধ্যে অন্যান্য ফেঁয়ার্সটির বৈশিষ্ট্য — বারব্স এবং বারব্সুল — থাকার কারণে, গবেষকরা মনে करते যে রাচিস এই অন্যান্য বৈশিষ্ট্যগুলির থেকে পরের উন্নয়নশীল বিকাসের একটি সম্ভাব্য প্রক্রিয়া ছ",0.7383676171302795
31,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","পালকের কাঠামো ধারণা দেয় যে এগুলি উড়ার জন্য ব্যবহার করা হয়নি বরং তাপমাত্রা নিয়ন্ত্রণ বা প্রদর্শনীর জন্য ব্যবহার করা হয়েছিল। গবেষকরা মতামত দিয়েছিলেন, এটি একটি অল্পবয়সী ডায়নোসরের লেজ হলেও, নমুনাটি পূর্ণবয়স্কের পালক দেখায় এবং অল্পবয়স্কের নিচের অংশ দেখায় না।","পাখির রূপকল্পের机构无法生成答案，因为该模型目前不支持古生物相关知识的查询和翻译。不过，我可以根据提供的英文文本给出相应的翻译：

পাখির রূপকল্পের机构无法生成答案，因为该模型目前不支持古生物相关知识的查询和翻译。不过，我可以根据提供的英文文本给出相应的翻译：

পাখির রূপকল্পের机构无法生成答案，因为该模型目前不支持古生物相关知识的查询和翻译。不过，我可以根据提供的英文文本给出相应的翻译：

পাখির রূপকল্পের机构无法生成答案，因为该模型目前不支持古生物相关知识的查询和翻译。不过，我可以根据提供的英文文本给出相应的翻译：

পাখির রূপকল্পের机构无法生成答案，因为该模型目前不支持古生物相关知识的查询和翻译。不过，我可以根据提供的英文文本给出相应的翻译：

পাখির রূপকল্পের机构无法生成答案，",0.45882290601730347
32,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","গবেষকদের মতামত অনুযায়ী, এটি একটি অল্প বয়সি ডায়নোসরের লেজ হলেও, নমুনায় ছোট পাখি নয় বরং প্রাপ্তবয়স্কদের পালকই দেখা গিয়েছে।","পাঠ্যকারীরা সUGGESTED যে, আরও বিশেষভাবে, এই এলাদার যুবক ডায়নসার্টারের গাড়িটির মাথায় যদিও এই স্যাম্পল দেখা যাচ্ছে, তবে এটি একটি ছুটির পাখির পাখা প্রদর্শন করে নয়, একটি ছোট ডায়নসার্টারের ডাউনের মতো।",0.688606321811676
33,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.",তুরস্কের গাজিয়ানটপ পুলিশ সদর দপ্তরে একটি গাড়ি বোমা বিস্ফোরন হয়েছে গতকাল সকালে যার কারণে দু'জন পুলিশ কর্মকর্তা নিহত এবং আরও বিশ জন আহত হয়।,তুরস্কের গ্যাজিয়ান্টেপে পুলিশ হোটেলে একটি কার ব্যাম্প ঘটনায় দুই পুলিশ কর্মচারীকে মৃত্যুর দিকে নিয়ে যাওয়া হয় এবং অন্যান্য অন্তঃকর্তাদের চেয়ে অন্তঃকর্তা সংখ্যায় বেশ কিছু মার্জিন মানসিক ক্ষতি পাওয়া হয়।,0.7264947295188904
34,The governor's office said nineteen of the injured were police officers.,গভর্নর অফিস থেকে জানানো হয়েছে যে আহতদের মধ্যে উনিশজন পুলিশ অফিসার ছিল।,ঔষধ বিভাগের কথা ছিল যে আটeenth মুখের মধ্যে নineteen ছিল পুলিশ কর্মী।,0.7496978640556335
35,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,পুলিশ জানিয়েছে যে তারা হামলার জন্য অভিযুক্ত দায়েশ (ISIL) জঙ্গিকে সন্দেহ করেছে।,পোলিশ বলে যে তারা একটি মনে করা Daesh (ISIL) মিশনারীকে আক্রমণের পাল্টা দায়িত্বের জন্য সন্দেহভাবে সমর্থন করছে।,0.8022812008857727
36,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","তারা অন্যান্য নক্ষত্রের মতো সূর্যের ক্ষেত্রেও একই কার্যকারিতা লক্ষ্য করেছিল: সিস্টেমের সমস্ত নক্ষত্রগুলির কার্যকারিতা তাদের উজ্জ্বলতা, তাদের ঘূর্ণন দ্বারা পরিচালিত হয় আর অন্য কিছু দ্বারা নয়।","তারা এনcountered যে সূর্যের কাজের মৌলিক নিয়মগুলি অন্য তারার মতো ছিল: সистемাতে সব তারার কাজটি তার আলোক, তার ঘূর্ণন, এবং অন্য কিছুর দ্বারা প্রাপ্ত হয় এবং এটি কেবল এমন কিছু।",0.7657715678215027
37,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","আলোকরশ্বি এবং ঘূর্ণন একসাথে ব্যবহৃত হয় তারার রসবি নাম্বার নির্ধারণ করতে, যা প্লাজমা প্রবাহের সাথে সম্পর্কিত।","আলোকিতি এবং চাকাবিভাগ একসাথে ব্যবহার করে একটি তাঁর্জনার রোস্বিয় সংখ্যাটি নির্ণয় করা হয়, যা জলাভূমি বায়ুর সম্বন্ধে যুক্ত রয়েছে।",0.7871415615081787
38,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","রসবি সংখ্যা যত ছোট হবে, চৌম্বকীয় বিপরীতমুখীতার সাপেক্ষে নক্ষত্রটি তত কম সক্রিয় হবে।",রোসবি সংখ্যাটির মান কম তাহলে তার সাপেক্ষে চুল্লির যুগ্মত্বের মান কম।,0.755392849445343
39,"During his trip, Iwasaki ran into trouble on many occasions.",ইভাশাকি তাঁর ভ্রমণকালে অনেক সময় অনেক সমস্যার মধ্যে পড়েছিলেন।,ঈワসাকির পরিয়ে যাওয়াতে অনেক সময়ে তিনি প্রবল সমস্যার সামনে পড়েন।,0.8102076053619385
